"Config","Run","Phase","ElapsedMs","E2EPartialMs","E2EFinalMs","SttMs"
"tiny-st2","2","speech","5891","0","0","2370"
"tiny-st2","2","speech","6172","0","0","2370"
"tiny-st2","2","speech","6405","0","0","2370"
"tiny-st2","2","speech","6686","0","0","2055"
"tiny-st2","2","speech","6922","0","0","2055"
"tiny-st2","2","speech","7161","0","0","2055"
"tiny-st2","2","speech","7396","0","0","2055"
"tiny-st2","2","speech","7708","0","0","2603"
"tiny-st2","2","speech","7982","0","0","2603"
"tiny-st2","2","speech","8201","0","0","2603"
"tiny-st2","2","speech","8470","0","0","2603"
"tiny-st2","2","speech","8745","0","0","2603"
"tiny-st2","2","speech","9007","0","0","1522"
"tiny-st2","2","speech","9232","0","0","1522"
"tiny-st2","2","speech","9464","0","0","1522"
"tiny-st2","2","speech","9697","0","0","1522"
"tiny-st2","2","speech","10051","0","0","1522"
"tiny-st2","2","speech","10253","0","0","1522"
"tiny-st2","2","speech","10470","0","0","1522"
"tiny-st2","2","speech","10713","0","0","1522"
"tiny-st2","2","speech","10965","0","0","2630"
"tiny-st2","2","speech","11206","0","0","2630"
"tiny-st2","2","speech","11434","0","0","2630"
"tiny-st2","2","speech","11672","0","0","2630"
"tiny-st2","2","speech","11949","0","0","2630"
"tiny-st2","2","speech","12181","0","0","2630"
"tiny-st2","2","speech","12405","0","0","2630"
"tiny-st2","2","speech","12625","0","0","2630"
"tiny-st2","2","speech","12911","0","0","2665"
"tiny-st2","2","speech","13135","0","0","2665"
"tiny-st2","2","speech","13365","0","0","2665"
"tiny-st2","2","speech","13595","0","0","2665"
"tiny-st2","2","speech","13834","0","0","2665"
"tiny-st2","2","speech","14070","0","0","2665"
"tiny-st2","2","speech","14321","0","0","2665"
"tiny-st2","2","speech","14542","0","0","2665"
"tiny-st2","2","speech","14800","0","0","2665"
"tiny-st2","2","speech","15034","0","0","2527"
"tiny-st2","2","speech","15248","0","0","2527"
"tiny-st2","2","speech","15474","0","0","2527"
"tiny-st2","2","speech","15703","0","0","2527"
"tiny-st2","2","speech","15992","0","0","3648"
"tiny-st2","2","speech","16239","0","0","3648"
"tiny-st2","2","speech","16446","0","0","3648"
"tiny-st2","2","speech","16676","0","0","3648"
"tiny-st2","2","speech","16946","0","0","3648"
"tiny-st2","2","speech","17180","0","0","2337"
"tiny-st2","2","speech","17389","0","0","2337"
"tiny-st2","2","speech","17620","0","0","2337"
"tiny-st2","2","speech","17875","0","0","2337"
"tiny-st2","2","speech","18130","0","0","2337"
"tiny-st2","2","speech","18364","0","0","2337"
"tiny-st2","2","speech","18584","0","0","2337"
"tiny-st2","2","speech","18812","0","0","2337"
"tiny-st2","2","speech","19023","0","0","2337"
"tiny-st2","2","speech","19245","0","0","2337"
"tiny-st2","2","speech","19466","0","0","2337"
"tiny-st2","2","speech","19703","0","0","2337"
"tiny-st2","2","speech","19944","0","0","3033"
"tiny-st2","2","speech","20157","0","0","3033"
"tiny-st2","2","speech","20389","0","0","3033"
"tiny-st2","2","speech","20607","0","0","3033"
"tiny-st2","2","speech","20876","0","0","2824"
"tiny-st2","2","speech","21103","0","0","2824"
"tiny-st2","2","speech","21341","0","0","2824"
"tiny-st2","2","speech","21552","0","0","2824"
"tiny-st2","2","speech","21810","0","0","2824"
"tiny-st2","2","speech","22049","0","0","2824"
"tiny-st2","2","speech","22252","0","0","2824"
"tiny-st2","2","speech","22457","0","0","2824"
"tiny-st2","2","speech","22733","0","0","2540"
"tiny-st2","2","speech","22956","0","0","2540"
"tiny-st2","2","speech","23184","0","0","2540"
"tiny-st2","2","speech","23396","0","0","2540"
"tiny-st2","2","speech","23646","0","0","2540"
"tiny-st2","2","speech","23858","0","0","3608"
"tiny-st2","2","speech","24068","0","0","3608"
"tiny-st2","2","speech","24296","0","0","3608"
"tiny-st2","2","speech","24536","0","0","3608"
"tiny-st2","2","speech","24784","0","0","3608"
"tiny-st2","2","speech","25000","0","0","3608"
"tiny-st2","2","speech","25208","0","0","3608"
"tiny-st2","2","speech","25480","0","0","3608"
"tiny-st2","2","speech","25752","0","0","3608"
"tiny-st2","2","speech","25966","0","0","3608"
"tiny-st2","2","speech","26177","0","0","3608"
"tiny-st2","2","speech","26403","0","0","3608"
"tiny-st2","2","settle","26641","0","0","3608"
"tiny-st2","2","settle","26863","0","0","3608"
"tiny-st2","2","settle","27083","0","0","3608"
"tiny-st2","2","settle","27299","0","0","3608"
"tiny-st2","2","settle","27531","0","0","3608"
"tiny-st2","2","settle","27823","0","0","3608"
"tiny-st2","2","settle","28446","0","0","3608"
"tiny-st2","2","settle","28753","0","0","3608"
"tiny-st2","2","settle","29159","0","24391","3608"
"tiny-st2","2","settle","29500","0","19080","3608"
"tiny-st2","2","settle","29818","0","17204","3608"
"tiny-st2","2","settle","30169","0","11963","3608"
"tiny-st2","2","settle","30511","0","11963","3608"
"tiny-st2","2","settle","30795","0","11963","3608"
"tiny-st2","2","settle","31576","0","11963","3608"
"tiny-st2","2","settle","32217","0","11963","3608"
"tiny-st2","2","settle","32927","0","11963","3608"
"tiny-st2","2","settle","33717","0","11963","3608"
"tiny-st2","2","settle","34203","0","11963","3608"
"tiny-st2","2","settle","35000","0","11963","3608"
"tiny-st2","2","settle","35808","0","11963","3608"
"tiny-st2","2","settle","36530","0","11963","3608"
"tiny-st2","2","settle","37249","0","11963","3608"
"tiny-st2","2","settle","37746","0","11963","3608"
"tiny-st2","2","settle","38551","0","11963","3608"
"tiny-st2","3","speech","278","0","0","0"
"tiny-st2","3","speech","922","0","0","0"
"tiny-st2","3","speech","1522","0","0","0"
"tiny-st2","3","speech","1946","0","0","0"
"tiny-st2","3","speech","2496","0","0","0"
"tiny-st2","3","speech","2738","0","0","0"
"tiny-st2","3","speech","2973","0","0","0"
"tiny-st2","3","speech","3238","0","0","0"
"tiny-st2","3","speech","3728","0","0","0"
"tiny-st2","3","speech","3995","0","0","0"
"tiny-st2","3","speech","4250","0","0","0"
"tiny-st2","3","speech","4551","0","0","2083"
"tiny-st2","3","speech","4825","0","0","2083"
"tiny-st2","3","speech","5057","0","0","2083"
"tiny-st2","3","speech","5311","0","0","2083"
"tiny-st2","3","speech","5615","0","0","2344"
"tiny-st2","3","speech","5943","0","0","2344"
"tiny-st2","3","speech","6217","0","0","2344"
"tiny-st2","3","speech","6481","0","0","2344"
"tiny-st2","3","speech","6801","0","0","2344"
"tiny-st2","3","speech","7029","0","0","2445"
"tiny-st2","3","speech","7277","0","0","2445"
"tiny-st2","3","speech","7512","0","0","2445"
"tiny-st2","3","speech","7791","0","0","2445"
"tiny-st2","3","speech","8034","0","0","2786"
"tiny-st2","3","speech","8250","0","0","2786"
"tiny-st2","3","speech","8475","0","0","2786"
"tiny-st2","3","speech","8727","0","0","2786"
"tiny-st2","3","speech","9011","0","0","1566"
"tiny-st2","3","speech","9350","0","0","1566"
"tiny-st2","3","speech","9590","0","0","1566"
"tiny-st2","3","speech","9832","0","0","1566"
"tiny-st2","3","speech","10087","0","0","1566"
"tiny-st2","3","speech","10447","0","0","1566"
"tiny-st2","3","speech","10693","0","0","1566"
"tiny-st2","3","speech","10929","0","0","1566"
"tiny-st2","3","speech","11185","0","0","1566"
"tiny-st2","3","speech","11458","0","0","2448"
"tiny-st2","3","speech","11679","0","0","2448"
"tiny-st2","3","speech","11904","0","0","2448"
"tiny-st2","3","speech","12133","0","0","2448"
"tiny-st2","3","speech","12450","0","0","2569"
"tiny-st2","3","speech","12675","0","0","2569"
"tiny-st2","3","speech","12895","0","0","2569"
"tiny-st2","3","speech","13136","0","0","2569"
"tiny-st2","3","speech","13468","0","0","959"
"tiny-st2","3","speech","13777","0","0","959"
"tiny-st2","3","speech","14064","0","0","959"
"tiny-st2","3","speech","14347","0","0","959"
"tiny-st2","3","speech","14560","0","0","959"
"tiny-st2","3","speech","14784","0","0","959"
"tiny-st2","3","speech","15007","0","0","959"
"tiny-st2","3","speech","15235","0","0","959"
"tiny-st2","3","speech","15444","0","0","2883"
"tiny-st2","3","speech","15661","0","0","2883"
"tiny-st2","3","speech","15911","0","0","2883"
"tiny-st2","3","speech","16148","0","0","2883"
"tiny-st2","3","speech","16415","0","0","2883"
"tiny-st2","3","speech","16638","0","0","3200"
"tiny-st2","3","speech","16858","0","0","3200"
"tiny-st2","3","speech","17083","0","0","3200"
"tiny-st2","3","speech","17323","0","0","3200"
"tiny-st2","3","speech","17595","0","0","1131"
"tiny-st2","3","speech","17810","0","0","1131"
"tiny-st2","3","speech","18050","0","0","1131"
"tiny-st2","3","speech","18284","0","0","1131"
"tiny-st2","3","speech","18573","0","0","1131"
"tiny-st2","3","speech","18807","0","0","1131"
"tiny-st2","3","speech","19029","0","0","1131"
"tiny-st2","3","speech","19266","0","0","1131"
"tiny-st2","3","speech","19552","0","0","2581"
"tiny-st2","3","speech","19770","0","0","2581"
"tiny-st2","3","speech","19992","0","0","2581"
"tiny-st2","3","speech","20215","0","0","2581"
"tiny-st2","3","speech","20521","0","0","2474"
"tiny-st2","3","speech","20735","0","0","2474"
"tiny-st2","3","speech","20955","0","0","2474"
"tiny-st2","3","speech","21169","0","0","2474"
"tiny-st2","3","speech","21428","0","0","2474"
"tiny-st2","3","speech","21675","0","0","1716"
"tiny-st2","3","speech","21886","0","0","1716"
"tiny-st2","3","speech","22109","0","0","1716"
"tiny-st2","3","speech","22331","0","0","1716"
"tiny-st2","3","speech","22622","0","0","2459"
"tiny-st2","3","speech","22848","0","0","2459"
"tiny-st2","3","speech","23096","0","0","2459"
"tiny-st2","3","speech","23314","0","0","2459"
"tiny-st2","3","speech","23576","0","0","2459"
"tiny-st2","3","speech","23818","0","0","2459"
"tiny-st2","3","speech","24036","0","0","2459"
"tiny-st2","3","speech","24259","0","0","2459"
"tiny-st2","3","speech","24545","0","0","2463"
"tiny-st2","3","speech","24760","0","0","2463"
"tiny-st2","3","speech","24986","0","0","2463"
"tiny-st2","3","speech","25215","0","0","2463"
"tiny-st2","3","speech","25526","0","0","2463"
"tiny-st2","3","speech","25761","0","0","2463"
"tiny-st2","3","speech","26009","0","0","2463"
"tiny-st2","3","speech","26231","0","0","2463"
"tiny-st2","3","speech","26545","0","0","2463"
"tiny-st2","3","settle","26898","0","0","4818"
"tiny-st2","3","settle","27129","0","0","4818"
"tiny-st2","3","settle","27366","0","0","4818"
"tiny-st2","3","settle","27596","0","0","4818"
"tiny-st2","3","settle","27951","0","0","4818"
"tiny-st2","3","settle","28334","0","0","4818"
"tiny-st2","3","settle","28758","0","19698","4818"
"tiny-st2","3","settle","29083","0","16460","4818"
"tiny-st2","3","settle","29450","0","12494","4818"
"tiny-st2","3","settle","29875","0","11499","4818"
"tiny-st2","3","settle","30254","0","9825","4818"
"tiny-st2","3","settle","30630","0","8489","4818"
"tiny-st2","3","settle","31031","3778","8489","4818"
"tiny-st2","3","settle","31320","3778","8489","4818"
"tiny-st2","3","settle","31609","3778","8489","4818"
"tiny-st2","3","settle","31816","3778","8489","4818"
"tiny-st2","3","settle","32050","3778","8489","4818"
"tiny-st2","3","settle","32285","3778","8489","4818"
"tiny-st2","3","settle","32560","952","6523","6522"
"tiny-st2","3","settle","32770","952","6523","6522"
"tiny-st2","3","settle","32975","952","6523","6522"
"tiny-st2","3","settle","33188","952","6523","6522"
"tiny-st2","3","settle","33475","952","6523","7453"
"tiny-st2","3","settle","34076","886","7453","7453"
"tiny-st2","3","settle","34957","886","7453","7453"
"tiny-st2","3","settle","35605","886","7453","7453"
"tiny-st2","3","settle","36431","886","7453","7453"
"tiny-st2","3","settle","37170","886","7453","7453"
"tiny-st2","3","settle","37609","886","7453","7453"
"tiny-st2","3","settle","38064","886","7453","7453"
"tiny-st2","3","settle","38966","886","7453","7453"
